"SKU_","Description","Price_EX","AvailableStock","Category_Code","Category_Description","Group","Brand"
"CAT5EG10M","CAT5E 10MTR GREEN",50.0000,0.00,"NCB","NETWORK CABLES","",""
"CAT5EG5M","CAT5E 5MTR GREEN",40.0000,0.00,"NCB","NETWORK CABLES","",""
"CAT5ER10M","CAT5E 10MTR RED",50.0000,0.00,"NCB","NETWORK CABLES","",""
"CAT5ER15M","MICROWORLD CAT5E 15M RED CABLE (#CAT5ER1",60.0000,0.00,"NCB","NETWORK CABLES","","MLINK"
"CAT5ER1M","CAT5E 1MTR RED",18.0000,0.00,"NCB","NETWORK CABLES","",""
"CAT5ER3M","FLYLEAD CAT5 3 METER",20.6300,0.00,"NCB","NETWORK CABLES","LINK","MLINK"
"CAT5ER5M","CAT5E 5MTR RED",40.0000,0.00,"NCB","NETWORK CABLES","",""
"CAT5EY3M","CAT5E 3 METER YELLOW NETWORK CABLE (#CAT",30.0000,0.00,"NCB","NETWORK CABLES","",""
"CAT5S10M","CAT 5 SHIELDED 10 METER GREY",120.0000,0.00,"NCB","NETWORK CABLES","","OEM"
"CAT5S20M","CAT 5 SHIELDED 20 METER GREY",200.0000,0.00,"NCB","NETWORK CABLES","LINK","LINKWORLD"
"CAT5S5M","CAT5 SHIELDED 5 METER GREY CABLE",80.0000,0.00,"NCB","NETWORK CABLES","CAT5","MLINK"
"CAT6-1","CAT6 100M UTP CABLE IN A BOX",402.2200,8.00,"NCB","NETWORK CABLES","LINK","MLINK"
"CAT6-1M-GRY","RCT - CAT6 PATCH CORD (FLY LEADS) 1M GRE",90.0000,0.00,"CAB","CABLES","","RCT"
"CAT6-2M-GR","RCT CAT5E PATCH CORD - GREEN",52.0000,0.00,"NCB","NETWORK CABLES","LINK","LINKWORLD"
"CAT6-305","CAT6 305M UTP CABLE IN A BOX",826.4000,0.00,"NCB","NETWORK CABLES","LINK","MLINK"
"CAT6-305M-LQ","305M CAT6 BOX COPPER NETWORK CABLE GREY",1830.0000,0.00,"NCB","NETWORK CABLES","",""
"CAT6-500","CAT6 500M UTP CABLE IN A BOX",1429.8900,1.00,"NCB","NETWORK CABLES","LINK","MLINK"
"CAT6-CON-LQ","RJ45 CAT6 STRANDED CONNECTOR",15.7500,0.00,"ADA","ADAPTORS","",""
"CAT6-GN-10M-LQ","10M CAT6 MOULDED FLYLEAD - GREEN",142.0000,0.00,"NCB","NETWORK CABLES","",""
"CAT6-GN-5M-LQ","5M CAT6 MOULDED FLYLEAD - GREEN",82.0000,0.00,"NCB","NETWORK CABLES","",""
"CAT6-GY-2M-L","2M CAT6 MOULDED FLYLEAD - GREY LOCAL",76.0000,0.00,"NCB","NETWORK CABLES","",""
"CAT6-SC-01","CAT6 1M GREY SOLID COPPER",48.0000,0.00,"NCB","NETWORK CABLES","",""
"CAT6-Y-30M-LQ","30M CAT6 MOULDED FLYLEAD - YELLOW",302.1000,0.00,"NCB","NETWORK CABLES","",""
"CAT61.5M","CAT6 1.5M CABLE, GREY",18.0300,5.00,"CAB","CABLES","CAB","M-LINK"
"CAT610M","FLYLEAD 10 MTR CAT6 LIGHT GREY",79.3200,5.00,"NCB","NETWORK CABLES","LINK","MLINK"
"CAT610MG","FLYLEAD 10 MTR CAT6 LIGHT GREY",70.0000,8.00,"NCB","NETWORK CABLES","CAT6","MLINK"
"CAT615M","FLYLEAD 15 MTR CAT6 LIGHT GREY",112.5100,1.00,"NCB","NETWORK CABLES","","MLINK"
"CAT615MG","FLYLEAD 15 MTR CAT6 LIGHT GREY",101.5500,9.00,"NCB","NETWORK CABLES","LINK","MLINK"
"CAT61M","FLYLEAD 1 MTR CAT6 LIGHT GREY",17.1000,7.00,"NCB","NETWORK CABLES","LINK","MLINK"
"CAT620CMR","PATCH: CAT6 20CM - RED",80.0000,0.00,"NCB","NETWORK CABLES","",""
"CAT620CMY","20CM CAT 6 PATCHCORD YELLOW",80.0000,0.00,"NCB","NETWORK CABLES","LINK","LINKWORLD"
"CAT620M","FLYLEAD 20 MTR CAT6 LIGHT GREY",120.1800,10.00,"NCB","NETWORK CABLES","LINK","MLINK"
"CAT625M","FLYLEAD 25 MTR CAT6 LIGHT GREY",109.2600,0.00,"NCB","NETWORK CABLES","LINK","MLINK"
"CAT62M","FLYLEAD 2 MTR CAT6 LIGHT GREY",21.1800,7.00,"NCB","NETWORK CABLES","LINK","MLINK"
"CAT630M","FLYLEAD 30 MTR CAT6 LIGHT GREY",158.0700,0.00,"NCB","NETWORK CABLES","DWD","MLINK"
"CAT63M","FLYLEAD 3 MTR CAT6 LIGHT GREY",28.5700,5.00,"NCB","NETWORK CABLES","LINK","MLINK"
"CAT650M","FLYLEAD 50MTR CAT6 GERY",280.4200,8.00,"NCB","NETWORK CABLES","DWD","MLINK"
"CAT65M","FLYLEAD 5 MTR CAT6 LIGHT GREY",102.2700,19.00,"NCB","NETWORK CABLES","LINK","MLINK"
"CAT6COP100","CAT6 COPPER (100 PCS PACKING)",495.0000,0.00,"ADA","ADAPTORS","",""
"CAT6FLY15M","CAT6 FLYLEAD 15M BLUE (#CAT6FLY15M)",82.0000,0.00,"NCB","NETWORK CABLES","",""
"CAT6FLYM-GRN-25M","25M CAT6 MOULDED FLYLEAD - GREEN",344.0000,0.00,"NCB","NETWORK CABLES","",""
"CAT6R10M","CAT6 10M RED",56.0000,0.00,"NCB","NETWORK CABLES","","MLINK"
"CAT6R15M","CAT6 15MTR RED (#CAT6R15M)",64.0000,0.00,"NCB","NETWORK CABLES","","MLINK"
"CAT6R5M","FLYLEAD 5 MTR CAT6 RED",49.8400,0.00,"NCB","NETWORK CABLES","LINK","MLINK"
"CAT6RJ45BOOT","CAT6 RJ45 GREY BOOT SLEEVES 50",80.0000,0.00,"NC","NETWORK DEVICES","LINK","MLINK"
"CAT6S10M","FLYLEAD CAT6 SHIELDED 10 METER GREY",120.0000,0.00,"NCB","NETWORK CABLES","LINK","MLINK"
"CAT6S15M","FLYLEAD CAT6 SHIELDED 15 METER GREY",170.0000,0.00,"NCB","NETWORK CABLES","LINK","MLINK"
"CAT6SOL-100M-LQ","100M CAT6 SOLID NETWORK CABLE",13.5000,0.00,"NCB","NETWORK CABLES","",""
"CAT6SOLCAB305-L","305M ROLL CAT6 UTP SOLID NETWORK CABLE G",13.5000,0.00,"NCB","NETWORK CABLES","",""
"CAT6SOLCAB500","500M ROLL CAT6 SOLID (HQ) NETWORK CABLE",14.3800,0.00,"NCB","NETWORK CABLES","",""
"CAT6SWB","CAT 6 SINGLE WALL BOX",70.0000,0.00,"NC","NETWORK DEVICES","LINK","MLINK"
"CAT6Y15M","CAT6 15MTR YELLOW (#CAT6Y15M)",120.0000,0.00,"NCB","NETWORK CABLES","",""
"CAT7FLY08M","CAT 7 8MTR FLYLEAD",190.0000,0.00,"NCB","NETWORK CABLES","",""
"CAT7FLY10M","FLYLEAD CAT7 10MTR CABLE",259.9900,0.00,"NCB","NETWORK CABLES","LINK","MLINK"
"CAT7FLY15M","FLYLEAD CAT7 15MTR CABLE",299.4300,0.00,"NCB","NETWORK CABLES","CAT7","MLINK"
"CAT7FLY20M","FLYLEAD CAT7 20MTR CABLE",398.0000,0.00,"NCB","NETWORK CABLES","LINK","MLINK"
"CAT7FLY25M","FLYLEAD CAT7 25MTR CABLE",520.0000,0.00,"NCB","NETWORK CABLES","LINK","MLINK"
"CAY1U2","OKION DATA, DIGITCOPIER USB2 PORTABLE",763.6400,0.00,"AC","ACCESSORIES","",""
"CB12B-61-G23","ROMOSS CBL USB TO LIGHTNING 1M BK",390.9100,0.00,"CAB","CABLES","",""
"CB2","WI-FI SMART HOME BATTERY CAMERA",1073.7500,3.00,"CCT","CCTV","","EZVIZ"
"CB436A","HP 36A LASERJET P1505 TONER",1726.4300,0.00,"PRC","PRINTER CONSUMABLES","","HP"
"CB542A","HP TONER CP1215 YELLOW",211.9700,0.00,"PRC","PRINTER CONSUMABLES","TONER","HP"
"CB543A","HP TONER CP1215 MAGENTA",211.9300,0.00,"PRC","PRINTER CONSUMABLES","TONER","HP"
"CBL-DC-388A1-01","ZEBRA POWER CABLE 1.8M BLACK",1927.2700,0.00,"CAB","CABLES","",""
"CBL-DPHDMI","DISPLAY PORT - HDMI ADAPTER",500.0000,0.00,"ADA","ADAPTORS","D-PORT","OEM"
"CBS7-BL","ORICO DESKTOP CABLE MANAGEMENT BLU",227.2700,0.00,"AC","ACCESSORIES","CAB","ORICO"
"CBS7-GY","ORICO DESKTOP CABLE MANAGEMENT GRY",227.2700,0.00,"AC","ACCESSORIES","CAB","ORICO"
"CBS7-OR","ORICO DESKTOP CABLE MANAGEMENT ORG",227.2700,0.00,"AC","ACCESSORIES","CAB","ORICO"
"CBT-1S-BK","ORICO VELCRO CABLE STRAP 1M BLK",36.3600,0.00,"AC","ACCESSORIES","","ORICO"
"CBT-1S-OR","ORICO VELCRO CABLE 1M YEL",134.6400,0.00,"AC","ACCESSORIES","CAB","ORICO"
"CBT-MT01-SV-BP","ORICO USB-C TO MICRO USB OTG ADAPTER",15.0000,0.00,"ADA","ADAPTORS","ADA","ORICO"
"CBT-UT01-SV-BP","ORICO ADAPTOR TYPE C TO USB 3.0 BK",42.2200,0.00,"ADA","ADAPTORS","CAB","ORICO"
"CB_HOME_I38G-V3","PCBUILDER I3-12100 UHD730 8GB 500GB W11H",8398.6700,0.00,"DSK","PC'S","","PCBUILDER"
"CC-9011183-WW","CORSAIR 110R TEMPERED GLASS MID-TOWER AT",1483.3300,0.00,"GCA","GENERIC CARTRIDGES","","CORSAIR"
"CC-9011200-WW","4000D AIRFLOW TEMPERED GLASS MID-TOWER;",2221.4300,0.00,"CS","CASES","CS","CORSAIR"
"CC-9011201-WW","CORSAIR 4000D AIRFLOW TEMPERED GLASS MID",2228.5700,0.00,"CS","CASES","CS","CORSAIR"
"CC-9011256-WW","CORSAIR 3000D RGB AIRFLOW ATX MID-TOWER",2375.7100,0.00,"CS","CASES","","CORSAIR"
"CC5100","BNC MALE TWIST ON NON CRIMP",7.5300,0.00,"CCT","CCTV","",""
"CC640HE","HP 121 BLACK CARTRIDGE",537.7300,0.00,"PRC","PRINTER CONSUMABLES","INK","HP"
"CC653A","HP 901 BLACK CARTRIDGE",388.6200,0.00,"PRC","PRINTER CONSUMABLES","INK","HP"
"CC654AE","HP 901XL BLACK CARTRIDGE",900.0000,0.00,"PRC","PRINTER CONSUMABLES","INK","HP"
"CC656A","HP 901 COLOUR CARTRIDGE",714.6700,0.00,"PRC","PRINTER CONSUMABLES","INK","HP"
"CCL426B","CANON 426 BLACK CARTRIDGE",340.6500,0.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CCL426Y","CANON 426 YELLOW CARTRIDGE",312.9200,0.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CCL441C","CANON CLR CARTRIDGE CCL441C MG2140",566.0200,1.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CCL441CXL","CANON CLR CARTRIDGE CCL441C",638.2600,2.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CCL446","CANON 446 COLOUR CARTRIDGE",415.8300,1.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CCL446XL","CANON 446 XL COLOUR CARTRIDGE",473.7900,3.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CCL461","CANON CL461 COLOUR CARTRIDGE",544.3700,0.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CCL513","CANON 513 COLOUR CARTRIDGE",681.0600,1.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CCLI451BXL","CANON BLACK CART CL451BXL IP7240 MG5440",427.9800,1.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CCLI451YXL","CANON YELLOW CART CL451YXL IP7240 MG5440",402.8800,0.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CCTV_BUNDLE","4 CHANNEL DVR WITH 4 CAMERAS & CABLING",6560.6000,0.00,"CCT","CCTV","",""
"CE285A","HP 85A BLACK TONER",1746.6000,0.00,"PRC","PRINTER CONSUMABLES","TONER","HP"
"CEL-H110","CELERON FOR H110 MOTHERBOARD",466.6700,0.00,"CPU","PROCESSORS","CEL","INTEL"
"CEL-H61","CELERON CPU FOR H61 MB PREBUILD 1155",200.0000,0.00,"CPU","PROCESSORS","CEL","INTEL"
"CEL-H81","CELERON CPU FOR H81 MB PREBUILD 1150",266.6700,0.00,"CPU","PROCESSORS","CEL","INTEL"
"CEL2","CEL PC,4GB.120GB SSD,NO OS",3065.3300,0.00,"DSK","PC'S","PC","MLINK"
"CELD","CEL PC,8GB,256GB, NO OS",3159.1600,0.00,"DSK","PC'S","","MLINK"
"CELPC-1","CEL PC,H81, 8GB,256GB M.2, NO OS",0.0000,0.00,"DSK","PC'S","","MLINK"
"CF217A","HP 17A BLACK TONER",1595.0000,0.00,"PRC","PRINTER CONSUMABLES","TONER","HP"
"CF283A","HP 83A BLACK TONER",1881.7900,0.00,"PRC","PRINTER CONSUMABLES","TONER","HP"
"CG14D15+","MECER MYOFFICE CG14D15+ 14"" HD LAPTOP –",3820.0000,0.00,"ONB","NOTEBOOKS & TABLETS","CEL","MECER"
"CG2410","CANON G2410 3 IN 1 MEGATANK INK PRINTER",2134.1200,0.00,"PR","PRINTERS","","CANON"
"CG3430PINK","CANON G3430 PINK 3 IN 1",3114.1200,0.00,"PR","PRINTERS","",""
"CG3470","CANON PIXMA G3470 3 IN 1",2637.6500,0.00,"PR","PRINTERS","","CANON"
"CG540","CANON G540 INK MEGA TANK PRINTER",1922.3500,0.00,"PR","PRINTERS","INK","CANON"
"CG640","CANON G640 MEGATANK 3-IN-1 WIRELESS",2738.1500,0.00,"PR","PRINTERS","INK","CANON"
"CGI41BK","CANON GI-41 BLACK INK",274.7500,0.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CGI41C","CANON GI-41 CYAN INK",198.2800,1.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CGI41M","CANON GI-41 MAGENTA INK",196.9900,0.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CGI41Y","CANON GI-41 YELLOW INK",196.8500,0.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CGI43BK","CANON GI-43 BLACK INK BOTTLE FOR G540/ G",299.6500,0.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CGI43C","CANON GI-43 CYAN INK BOTTLE FOR G540/ G6",300.4900,0.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CGI43GY","CANON GI-43 GREY INK",299.6500,0.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CGI43M","CANON GI-43 MAGENTA INK BOTTLE FOR G540/",301.1600,0.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CGI43R","CANON GI-43 RED INK",301.1600,0.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CGI43Y","CANON GI-43 YELLOW INK BOTTLE FOR G540/",300.4900,0.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CGI45M","CANON G-45 MAGENTA INK BOTTLE FOR GX2040",242.0800,0.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CGI490B","CANON GI-490 BLACK INK",228.1900,0.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CGI490C","CANON GI-490 CYAN INK",195.4700,2.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CGI490M","CANON GI-490 MAGENTA INK",194.1000,0.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CGI490Y","CANON GI-490 YELLOW INK",195.3700,0.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CH-331","COOLER MASTER USB GAMING HEADSET",735.7100,0.00,"HEA","HEADSETS","WIRED","COOLERMASTER"
"CH-9109412-NA","CORSAIR K70 RGB PRO MECHANICAL GAMING KB",4135.7100,0.00,"KB","KEYBOARDS","WIRED","CORSAIR"
"CH-910971E-NA","CORSAIR K70 CORE RGB MECHANICAL GAMING K",2375.7100,0.00,"KB","KEYBOARDS","",""
"CH-910D119-NA","CORSAIR K60 RGB PRO SE MECHANICAL GAMING",2157.1400,0.00,"KB","KEYBOARDS","WIRED","CORSAIR"
"CH-9226C65-NA","CORSAIR K55 CORE GAMING KEYBOARD; BACKLI",977.1400,0.00,"KB","KEYBOARDS","","CORSAIR"
"CH-925C115-NA","CORSAIR K57 RGB WIRELESS GAMING KEYBOARD",2414.2900,0.00,"KB","KEYBOARDS","W/LESS","CORSAIR"
"CH-9306011","CORSAIR NIGHTSWORD RGB; PERFORMANCE TUNA",1371.4300,0.00,"MS","MOUSE","WIRED","CORSAIR"
"CH-9307011-AP","CORSAIR IRONCLAW RGB FPS/MOBA GAMING MOU",991.0700,0.00,"MS","MOUSE","WIRED","CORSAIR"
"CH-9308011-AP","CORSAIR M55 RGB PRO AMBIDEXTROUS MULTI-G",514.2900,0.00,"MS","MOUSE","WIRED","CORSAIR"
"CH-9311011-AP","CORSAIR HARPOON RGB WIRELESS GAMING",1400.0000,0.00,"MS","MOUSE","",""
"CH-9315411-AP","CORSAIR DARK CORE RGB PRO PERFORMANCE WI",1314.2900,0.00,"MS","MOUSE","WIRED","CORSAIR"
"CH-931C011-AP","CORSAIR KATAR PRO WIRELESS ULTRA-LIGHT G",1028.5700,0.00,"MS","MOUSE","W/LESS","CORSAIR"
"CH-9413641-WW","CORSAIR MM300 PRO PREMIUM SPILL-PROOF CL",612.5700,0.00,"MS","MOUSE","MSPAD","CORSAIR"
"CH2048","20"" LAPTOP BACKPACK",173.3300,0.00,"NB","NOTEBOOK ACCESORIES","RAND","MLINK"
"CH561HE","HP 122 BLACK CARTRIDGE",333.0000,0.00,"PRC","PRINTER CONSUMABLES","INK","HP"
"CH562HE","HP 122 TRI COLOR CARTRIDGE",384.1700,2.00,"PRC","PRINTER CONSUMABLES","INK","HP"
"CH9-WCA","TENDA CAMERA, 2X3MP LENS OUTDOOR P/T",1174.2000,0.00,"CCT","CCTV","","TENDA"
"CHARGER","LED LIGHT FM RADIO & WIRELESS CHARGER",1363.6400,0.00,"AC","ACCESSORIES","DWD","MLINK"
"CHB013","TYPE-C TO 3 X USB3.0 + GIGLAN",2045.4500,0.00,"CAB","CABLES","TYPEC","MLINK"
"CHB016","TYPE C TO HDMI/VGA",801.2400,0.00,"ADA","ADAPTORS","TYPEC","MLINK"
"CHB265U2","OKION D/STATION, HIGH SPEED USB+ETHERNET",137.1400,0.00,"NC","NETWORK DEVICES","",""
"CHROME2","ALL CAST WIFI DISPLAY 720P",750.0000,0.00,"ADA","ADAPTORS","ADA","MLINK"
"CI3-H110","CI3 CPU FOR H110 MB PREBUILD 1151",733.3300,0.00,"CPU","PROCESSORS","CI3","INTEL"
"CI3-H61","CI3 CPU FOR H61 MB PREBUILD 1155",333.3300,0.00,"CPU","PROCESSORS","CI3","INTEL"
"CI3-H610","CI3 CPU FOR H610 MB PREBUILD 1700",2666.6700,0.00,"CPU","PROCESSORS","CI3","INTEL"
"CI3-H81","CI3 CPU FOR H81 MB PREBUILD 1150",400.0000,0.00,"CPU","PROCESSORS","CI3","INTEL"
"CI5-H110","CI5 CPU FOR H110 MB PREBUILD 1151",1000.0000,0.00,"CPU","PROCESSORS","CI5","INTEL"
"CI5-H61","I5 CPU FOR H61 MB PREBUILD 1155",400.0000,0.00,"CPU","PROCESSORS","CI5","INTEL"
"CI5-H610","CI5 CPU FOR H610 MB PREBUILD 1700",30.6700,0.00,"CPU","PROCESSORS","CI5","INTEL"
"CI5-H81","CI5 CPU FOR H81 MB PREBUILD 1150",600.0000,0.00,"CPU","PROCESSORS","CI5","INTEL"
"CJB2205","KENTON 15.6"" BLACK LAPTOP BACKPACK",350.6700,0.00,"NB","NOTEBOOK ACCESORIES","BACKP","KENTON"
"CKP108IP","CANON SELPHY 800 INK + PAPER 108 PAGES",570.9700,0.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CL-41","CANON CL-41 COLOUR INK CARTRIDGE",773.2300,0.00,"PRC","PRINTER CONSUMABLES","","CANON"
"CL-461","CANON CL-461 COLOUR INK TANK",478.6700,0.00,"PRC","PRINTER CONSUMABLES","",""
"CL-F005-PL12BL-A","THERMALTAKE PURE 12 DC FAN",111.4300,0.00,"FAN","FANS","120MM","THERMALTAKE"
"CL-F013-PL14BL-A","TT FAN, PURE 14 DC FAN BLACK",144.2300,0.00,"FAN","FANS","",""
"CL-F027-PL14RE-A","TT FAN, PURE 14 DC FAN TRANSPARENT RED L",154.2900,0.00,"FAN","FANS","",""
"CL-F028-PL14WT-A","TT FAN PURE 14 DC FAN TRANSPARENT WHITE",114.7700,0.00,"FAN","FANS","TOWER","THERMALTAKE"
"CL-F038-PL12BU-A","TT FAN, RIING 12 LED RADIATOR FAN - BLUE",211.4300,0.00,"FAN","FANS","",""
"CL-F038-PL12GR-A","TT FAN, RIING 12 LED RADIATOR FAN - GREE",211.4300,0.00,"FAN","FANS","",""
"CL-F038-PL12OR-A","TT FAN RIING 12 LED RADIATOR FAN ORANGE",217.8100,0.00,"FAN","FANS","",""
"CL-F038-PL12WT-A","TT FAN, RIING 12 LED RADIATOR FAN - WHIT",224.2000,0.00,"FAN","FANS","",""
"CL-F038-PL12YL-A","TT FAN, RIING 12 LED RADIATOR FAN - YELL",211.4300,0.00,"FAN","FANS","",""
"CL-F039-PL14BU-A","TT FAN, RIING 14 HIGH STATIC LED BLUE",225.7100,0.00,"FAN","FANS","",""
"CL-F039-PL14GR-A","TT FAN, RIING 14 HIGH STATIC LED GREEN",254.2900,0.00,"FAN","FANS","",""
"CL-F039-PL14OR-A","TT FAN, RIING 14 HIGH STATIC LED ORANGE",254.2900,0.00,"FAN","FANS","",""
"CL-F039-PL14YL-A","TT FAN, RIING 14 HIGH STATIC LED YELLOW",254.2900,0.00,"FAN","FANS","",""
"CL-F042-PL12SW-A","TT RIING 12 120 RGB FAN",464.2900,0.00,"FAN","FANS","",""
"CL-F042-PL12SW-B","TT FAN, RIING 12 LED X3 & FAN CONTROLLE",982.8600,0.00,"FAN","FANS","",""
"CL-F043-PL14SW-A","TT FAN, RIING 14 LED X1 & FAN CONTROLLE",511.4300,0.00,"FAN","FANS","",""
"CL-F049-PL12SW-A","TT FAN RIING 12RGB RADIATOR FAN PREMIUM",1321.6000,0.00,"FAN","FANS","",""
"CL-F053-PL12SW-A","TT FAN, RIING 12 PLUS RGB RADIATOR 3 PK",1568.5700,0.00,"FAN","FANS","",""
"CL-F055-PL12BU-A","TT FAN, RIING 12 LED RADIATOR 3 PK BLUE",511.4300,0.00,"FAN","FANS","APR",""
"CL-F055-PL12GR-A","TT FAN, RIING 12 LED RADIATOR 3 PK GREEN",492.5100,0.00,"FAN","FANS","",""
"CL-F055-PL12RE-A","TT FAN, RIING 12 LED RED 3 PK",497.4400,0.00,"FAN","FANS","",""
"CL-F055-PL12WT-A","TT FAN, RIING 12 LED RADIATOR 3 PK WHITE",482.8600,0.00,"FAN","FANS","",""
"CL-F063-PL12SW-A","TT FAN, PURE PLUS 12 RGB RADIATOR FAN",982.8600,0.00,"FAN","FANS","",""
"CL-F064-PL14SW-A","TT FAN, PURE PLUS 14 RGB RADIATOR FAN",1100.8400,0.00,"FAN","FANS","",""
"CL-F073-PL12SW-A","TT FAN, RIING DUO 12 RGB RADIATOR FAN1",1833.8100,0.00,"FAN","FANS","",""
"CL-F078-PL14SW-A","TT FAN, RIING DUO 14 RGB RADIATOR FAN",1906.7000,0.00,"FAN","FANS","",""
"CL-F098-PL14SW-A","TT FAN, PURE DUO 14 ARGB 2PK WHITE",791.6300,0.00,"FAN","FANS","",""
"CL-F115-PL12SW-A","TT FAN, PURE DUO 12 ARGB 2PK BLACK",762.2000,0.00,"FAN","FANS","120MM","TT"
"CL-N011-PL20BL-A","TT N/STAND, MASSIVE A21 NOTEBOOK COOLER",723.9800,0.00,"CLR","COOLERS","NBCOOL","THERMALTAKE"
"CL-O001-GROSGM-A","TERMALTAKE THERMAL PASTE 1.5G",145.0000,0.00,"CON","CONSUMABLES","",""
"CL-O005-GROSGM-A","THERMALTAKE THERMAL PASTE 4 G",395.0000,0.00,"CON","CONSUMABLES","",""
"CL-O014-PL00SW-A","TT LED, PACIFIC LUMI PLUS LED",6618.1800,0.00,"AC","ACCESSORIES","",""
"CL-O015-PL00BL-A","TT FAN HUB SYNC CONTROLLER PREMIUM EDIT",467.9100,0.00,"FAN","FANS","HUB","THERMALTAKE"
"CL-O020-PL00SW-A","TT LED, PACIFIC R1 PLUS DDR4 RAM LIGHT K",6800.0000,0.00,"AC","ACCESSORIES","",""
"CL-O023-GROSGM-A","TT PASTE, TG-30 (4G)",381.1000,0.00,"CON","CONSUMABLES","","THERMALTAKE"
"CL-P064-AL12SW-A","THERMALTAKE UX100 CPU AIR COOLER",354.0300,0.00,"CLR","COOLERS","CPU","THERMALTAKE"
"CL-P065-AL12SW-A","TT CPU COOLER, UX200 AIR COOLER",762.2000,0.00,"CLR","COOLERS","CPU","THERMALTAKE"
"CL-P074-AL12BL-A","TT CPU COOLER, TOUGHAIR 310",1051.5800,1.00,"CLR","COOLERS","CPU","THERMALTAKE"
"CL-W457-PL12SW-A","TT WATER COOLER, LA240 ARGB SYNC",1413.6800,1.00,"CLR","COOLERS","","THERMALTAKE"
"CL-W459-PL12SW-A","TT WATER COOLER, LA360 ARGB SYNC",1799.9300,0.00,"CLR","COOLERS","","THERMALTAKE"
"CL000001","MICROWORLD FOAM CLEANER 600ML",61.6800,4.00,"FEL","COMPUTER CLEANING PRODUCTS","LINK","MLINK"
"CL000002","CD LASER LENS CLEANER",227.2700,0.00,"AC","ACCESSORIES","",""
"CL441C","CANON 441 COLOUR CARTRIDGE",551.8600,0.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CL441CXL","CANON 441 XL COLOUR CARTRIDGE",611.1500,0.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CL511","CANON 511 COLOUR CARTRIDGE",573.5700,0.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CLAMSHELLC_100","CLAMSHELLS 100 PACK COLOURS",213.2500,0.00,"DCS","DVD & CD CASES","",""
"CLI-451CXL","CANON 451 XL CYAN CARTRIDGE",329.3300,0.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CLI-451MXL","CANON 451 XL MAGENTA CARTRIDGE",329.3300,0.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CLI-451YXL","CANON 451 XL YELLOW CARTRIDGE",381.7800,0.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CLI-481 C","CANON CLI-481 C - CYAN",252.0000,0.00,"PRC","PRINTER CONSUMABLES","",""
"CLI-481 M","CANON CLI-481 M - MAGENTA",252.0000,0.00,"PRC","PRINTER CONSUMABLES","",""
"CLI-481 Y","CANON CLI-481 Y - YELLOW",252.0000,0.00,"PRC","PRINTER CONSUMABLES","",""
"CLI-481BLK","CANON CLI-481 BLACK INK TANK",198.6600,0.00,"PRC","PRINTER CONSUMABLES","INK","CANON"
"CLN-016","CLEANING KIT",62.8600,3.00,"AC","ACCESSORIES","","MIKUSO"
"CLOVER-2","POWER CABLE - CLOVER 3.0M",272.7300,0.00,"CAB","CABLES","","MLINK"
"CLOVER-D","CLOVER DEDICATED 2M CABLE",376.9700,0.00,"CAB","CABLES","CAB","MLINK"
"CLT-C508L","SAMSUNG CYAN TONER YIELD OF 5000",2089.4400,1.00,"PRC","PRINTER CONSUMABLES","TONER","SAMSUNG"
"CLTK508L","SAMSUNG CLP620 BLACK TONER",1355.7700,1.00,"PRC","PRINTER CONSUMABLES","TONER","SAMSUNG"
"CLTM406S","SAMSUNG 406 MAGENTA TONER",990.6300,0.00,"PRC","PRINTER CONSUMABLES","","SAMSUNG"
