"SKU_","Description","Price_EX","AvailableStock","Category_Code","Category_Description","Group","Brand"
"C731M","CANON 731 MAGENTA 1.5K TONER",1816.8900,1.00,"PRC","PRINTER CONSUMABLES","TONER","CANON"
"C737","CANON 737 BLACK TONER",2306.6900,1.00,"PRC","PRINTER CONSUMABLES","TONER","CANON"
"C8","ANTEC CHASSIS C8 BASIC E-ATX BK",2232.8600,0.00,"CS","CASES","",""
"C8 ARGB B","ANTEC CHASSIS C8 E-ATX ARGB DUAL BK",2578.5700,0.00,"CS","CASES","CS","ANTEC"
"C8-1HP","STEREO EARPHONE + MIC HOT PINK 1.2M",114.2900,0.00,"HEA","HEADSETS","",""
"C8-1P","STEREO EARPHONE + MIC SAKURA 1.2M",122.2300,0.00,"HEA","HEADSETS","",""
"C8W-P","EZVIZ C8W PRO PAN AND TILT CAM 2K RES",2250.0000,0.00,"CCT","CCTV","",""
"C915BG","GAMING CASE NO PSU 4 LED FAN",928.5700,0.00,"CS","CASES","","MLINK"
"CA-1D4-00S1NN-00","THERMALTAKE CASE, VERSA H15 MID TOWER",924.0600,0.00,"CS","CASES","TOWER","THERMALTAKE"
"CA-1D7-00C1WN-00","TT CASE, CORE X2 CUBE M-ATX",2625.7100,0.00,"CS","CASES","","THERMALTAKE"
"CA-1E7-00M1WN-03","THERMALTAKE CORE P5 TEMPERED GLASS EDITI",5242.8600,0.00,"CS","CASES","","THERMALTAKE"
"CA-1E7-00M9WN-00","TT CASE, CORE P5 TI ATX WALL MOUNT CHASS",4631.5700,0.00,"GCA","GENERIC CARTRIDGES","","THERMALTAKE"
"CA-1G2-00M1WN-00","TT CASE, MID TOWER VERSA N25",925.7100,0.00,"CS","CASES","RETURN",""
"CA-1G7-00M1WN-00","TT CASE, VIEW 27 GULL-WING WIN ATX MID-T",1282.8600,0.00,"CS","CASES","RETURN","THERMALTAKE"
"CA-1G8-00M1WN-00","TT CASE, VERSA C21 RGB ATX MID-TOWER",1321.6000,0.00,"CS","CASES","",""
"CA-1G9-00M1WN-00","TT CASE, VERSA C22 RGB ATX MID-TOWER",974.2900,0.00,"CS","CASES","","THERMALTAKE"
"CA-1G9-00M6WN-00","TT CASE, VERSA C22 RGB SNOW ATX MID-TOWE",1248.0100,0.00,"CS","CASES","",""
"CA-1H1-00F1WN-00","TT CASE, THE TOWER 900 E- ATX",4411.4300,0.00,"CS","CASES","",""
"CA-1H2-00M1WN-00","TT CASE, VIEW 28 GULL-WING RGB WIN MID T",1321.6000,0.00,"CS","CASES","RETURN",""
"CA-1H6-00M1WN-00","TT CASE, VERSA N27 ATX MID-TOWER",1068.5700,0.00,"CS","CASES","",""
"CA-1I2-00F1WN-00","TT CASE, CORE P7 TG FULL TOWER",4554.2900,0.00,"CS","CASES","",""
"CA-1I6-00M1WN-00","TT CASE, VERSA C24 RGB BLACK MID TOWER",1203.8600,0.00,"CS","CASES","","THERMALTAKE"
"CA-1I6-00M6WN-00","TT CASE, VERSA C24 RGB SNOW MID TOWER",1248.0100,0.00,"CS","CASES","RETURN",""
"CA-1I7-00F1WN-00","TT CASE, VIEW 71 TG BLK GLASS FULL-TOWER",3234.8300,0.00,"CS","CASES","",""
"CA-1I7-00F1WN-01","TT CASE, VIEW 71 TG RGB GLASS FULL-TOWER",3323.1300,0.00,"CS","CASES","",""
"CA-1I7-00F1WN-02","TT CASE, VIEW 71 TG RGB PLUS FULL-TOWER",4411.4300,0.00,"CS","CASES","",""
"CA-1J1-00S1NN-00","TT CASE, VERSA H17 MID TOWER",659.3300,0.00,"CS","CASES","RETURN",""
"CA-1J1-00S1WN-00","TT CASE, VERSA H17 WINDOW MID TOWER",744.6900,0.00,"CS","CASES","",""
"CA-1J3-00M1WN-00","TT CASE, VIEW 22 TG MID-TOWER",1097.1400,0.00,"CS","CASES","RETURN",""
"CA-1J8-00M1WN-00","TT CASE, CORE P90 WALL-MT TG ATX",2854.2900,0.00,"CS","CASES","","THERMALTAKE"
"CA-1K1-00M1WN-00","TT CASE, VERSA J21 TG MID TOWER",954.2900,0.00,"CS","CASES","","THERMALTAKE"
"CA-1K8-00M1WN-00","TT CASE, V200 TG MID TOWER",953.6700,0.00,"CS","CASES","",""
"CA-1K9-00F1WN-02","TT CASE, LEVEL 20 GT ARGB",4793.9100,0.00,"CS","CASES","",""
"CA-1M3-00M6WN-00","THERMALTAKE H200 TG SNOW RGB ATX MID TOW",2057.0600,0.00,"CS","CASES","TOWER","THERMALTAKE"
"CA-1P4-00M1WN-00","TT CASE, H550 TG ARGB",2314.2900,0.00,"CS","CASES","","TT"
"CA-1Q6-00M6WN-00","THERMALTAKE VIEW 51 TEMPERED GLASS ARGB",4072.9100,0.00,"CS","CASES","",""
"CA-1R4-00SAWN-00","TT CASE, AH T200 PINK",3403.0600,0.00,"CS","CASES","","THERMALTAKE"
"CA-1V2-00M6WN-00","THERMALTAKE CORE P6 TG SNOW MID TOWER CA",4264.2000,0.00,"CS","CASES","",""
"CA-1X2-00M1WN-00","TT CASE, S200 TG ARGB MID TOWER CHASSIS",1411.6300,0.00,"CS","CASES","","TT"
"CA-1Y2-00M6WN-00","TT CERES 300 TG ARGB SNOW MID TOWER CASE",2733.9100,0.00,"CS","CASES","TOWER","THERMALTAKE"
"CA-1Y6-00M6WN-00","TT S250 TG ARGB SNOW MID TOWER CASE",3160.6300,0.00,"CS","CASES","TOWER","THERMALTAKE"
"CA-9011225-AP","CORSAIR HS60 HAPTIC STEREO GAMING HEADSE",1742.8600,0.00,"HEA","HEADSETS","WIRED","CORSAIR"
"CA-9011228-AP","CORSAIR HS60 HAPTIC STEREO GAMING HEADSE",2071.4300,0.00,"HEA","HEADSETS","WIRED","CORSAIR"
"CA-9011235-AP","CORSAIR HS80 RGB WIRELESS - CARBON PS4",3442.8600,0.00,"HEA","HEADSETS","W_LESS","CORSAIR"
"CA-9011260-AP","CORSAIR HS55 STEREO GAMING HEADSET CAR",1135.7100,0.00,"HEA","HEADSETS","WIRED","CORSAIR"
"CA-9011265-AP","CORSAIR HS55 SURROUND GAMING HEADSET",1257.1400,0.00,"HEA","HEADSETS","WIRED","CORSAIR"
"CA-9011270-AP","HS65 PREMIUM CARBON HEADSET; 50MM AUDIO",1894.2900,0.00,"HEA","HEADSETS","","CORSAIR"
"CA-9011290-AP","CORSAIR HS55 WIRELESS CORE GAMING HEADSE",1928.5700,0.00,"HEA","HEADSETS","",""
"CA-9011386-AP","CORSAIR HS35 GAMING HEADSET (AP) - CARBO",1218.5700,0.00,"HEA","HEADSETS","",""
"CA14D03","MECER WIZARD 4.0 14.1'' CA14D03 WIN11 PR",4562.5000,0.00,"ONB","NOTEBOOKS & TABLETS","",""
"CAA-00277-0H","MOLEX U/UTP CAT6 PVC NETWORK CABLE 500M",42405.7300,0.00,"CAB","CABLES","",""
"CAB-17","KEYCHRON COILED AVIATOR CABLE LIGHT PURP",1809.0900,0.00,"CAB","CABLES","",""
"CAB-CAT5E-100M","CAT5E UTP 100METER UNSHIELDED CABLE BO",330.0000,0.00,"NCB","NETWORK CABLES","",""
"CAB-CAT6-1","CAT6 UTP 1-METER PATCH CORD CABLE",26.0000,0.00,"NCB","NETWORK CABLES","","OEM"
"CAB-CAT6-10","CAT6 UTP 10-METER PATCH CORD CABLE",120.0000,0.00,"NCB","NETWORK CABLES","","OEM"
"CAB-CAT6-2","CAT6 UTP 2-METER PATCH CORD CABLE",18.0000,0.00,"NCB","NETWORK CABLES","","OEM"
"CAB-CAT6-20","CAT6 UTP 20-METER PATCH CORD CABLE",160.0000,0.00,"NCB","NETWORK CABLES","","OEM"
"CAB-CAT6-3","CAT6 UTP 3 METER PATCH CORD CABLE",26.0000,0.00,"NCB","NETWORK CABLES","","OEM"
"CAB-CAT6-5","CAT6 UTP 5-METER PATCH CORD CABLE",40.0000,0.00,"NCB","NETWORK CABLES","","OEM"
"CAB-DAISY2M","CABLE POWER 2 DAISY CHAIN",274.0900,0.00,"CAB","CABLES","","OEM"
"CAB-DAISY3M","CABLE POWER 3 DAISY CHAIN",461.8600,0.00,"CAB","CABLES","","OEM"
"CAB-DC-MF-2M-LQ","CABLE-5.5 2.5MM F PLUG / 5.5 2.5MM M PLU",300.0000,0.00,"CAB","CABLES","CAB","LINKQNET"
"CAB-DISPM-HDMIM-1.8U","UNITEK 1.8M DISPLAYPORT M TO HDMI M (Y-5",1757.7300,0.00,"CAB","CABLES","",""
"CAB-DISPM-HDMIM-3M","LINDY 3M DISPLAYPORT M TO HDMI M (36923",618.1800,0.00,"CAB","CABLES","",""
"CAB-DISPM-VGAM-1.8MU","UNITEK 1.8M DISPLAYPORT TO VGA M (Y-5118",2829.0900,0.00,"CAB","CABLES","D-PORT","UNITEK"
"CAB-DP-HDMI-2","DISPLAY PORT TO HDMI CABLE 1.8-METER",809.0900,0.00,"CAB","CABLES","","OEM"
"CAB-DVI-MM2","CABLE DVI 2M MALE TO MALE",454.5500,0.00,"CAB","CABLES","CAB","MATRIX"
"CAB-DVI-MM5","DVI CABLE 5M MALE TO MALE",817.1800,1.00,"CAB","CABLES","DVI","MLINK"
"CAB-DVI-VGA","CABLE DVI TO VGA 2M",363.6400,0.00,"CAB","CABLES","CAB","MATRIX"
"CAB-FIBRE-3M","FIBRE 3M SMP SC/SC APC SM (9/125) LSOH",409.0900,0.00,"CAB","CABLES","","OEM"
"CAB-HDMI-10","CABLE HDMI 10M",194.3000,0.00,"CAB","CABLES","CAB","OEM"
"CAB-HDMI-15","HDMI MALE TO MALE 15M CABLE",672.7300,0.00,"CAB","CABLES","","OEM"
"CAB-HDMI-2","CABLE HDMI 1.5M - 2M",246.2100,0.00,"CAB","CABLES","","OEM"
"CAB-HDMI-3","HDMI CABLE 3M",351.4300,0.00,"CAB","CABLES","CAB","MLINK"
"CAB-HDMI-5","HDMI CABLE 5M",575.3700,0.00,"CAB","CABLES","OEM","OEM"
"CAB-HDMI-AVGA","HDMI TO VGA WITH AUDIO ADAPTER",210.5200,0.00,"ADA","ADAPTORS","HDMI","MLINK"
"CAB-HDMI-DP4K-1.8M","UNITEK 4K ACTIVE HDMI TO DP M UNDIRECT C",765.4500,0.00,"CAB","CABLES","",""
"CAB-HDMI-DVI-2","CABLE HDMI TO DVI 2 METER",363.6400,0.00,"CAB","CABLES","","OEM"
"CAB-HDMI-M2M-5M-U","UNITEK 5M HDMI2.0 M2M CAB (C11079BK-5M)",772.7300,0.00,"CAB","CABLES","",""
"CAB-HDMI-MM-2M-U","UNITEK 2M HDMI MALE TO HDMI MALE CABLE (",645.4500,0.00,"CAB","CABLES","",""
"CAB-HDMI-OPT-20M-4K","UNITEK 20M 4K HDMI2.0 ACTIVE OPT(11072BK",7690.9100,0.00,"CAB","CABLES","",""
"CAB-HDMI-OPT-40M-BLK","UNITEK 40M HDMI2.0 ACT OPT CAB BLK(C110",18809.0900,0.00,"CAB","CABLES","",""
"CAB-HDMI-VGA-1.8M-LQ","1.8M HDMI MALE TO VGA MALE WITH AUDIO CA",2290.9100,0.00,"CAB","CABLES","",""
"CAB-HDMI2.0-MM-10M-U","UNITEK 10M HDMI2.0 MALE TO MALE CABLE",3181.8200,0.00,"CAB","CABLES","",""
"CAB-HDMI2.0-MM-15M-U","UNITEK 15M HDMI2.0 MALE TO MALE CABLE (C",5572.7300,0.00,"CAB","CABLES","",""
"CAB-HDMI2.0-MM-20M-U","UNITEK 20M HDMI2.0 4K MALE TO MALE CABLE",7727.2700,0.00,"CAB","CABLES","",""
"CAB-JRCA2-2A","STEREO JACK TO 2RCA 1.5M - 2.0M CABLE",150.6400,0.00,"CAB","CABLES","","MATRIX"
"CAB-JRCA2-3A","STEREO JACK TO 2RCA 3M CABLE",176.7300,0.00,"CAB","CABLES","AUDIO","MLINK"
"CAB-JRCA2-5A","STEREO JACK TO 2RCA 5M CABLE",272.7300,0.00,"CAB","CABLES","","MATRIX"
"CAB-JRCA3-1","3.5MM JACK TO RCA X 3 CABLE, 1.2-METER",181.8200,2.00,"CAB","CABLES","CAB","MLINK"
"CAB-MDP-VGA","MINI DISPLAY TO VGA CABLE",772.7300,0.00,"CAB","CABLES","","MATRIX"
"CAB-MHDMI-DVI-2","MINI HDMI TO DVI CABLE 2M",379.8900,0.00,"CAB","CABLES","",""
"CAB-MINIDP-DP-3M-U","UNITEK 3M MINI DISP TO DISPLAYPORT",1354.5500,0.00,"CAB","CABLES","M-DISP","UNITEK"
"CAB-PWR-1H-DR-1.8M","SINGLE HEADED DED CABLE POWER",454.5500,0.00,"CAB","CABLES","",""
"CAB-PWR-D-FIG-8-1.8M","1.8M DEDICATED FIGURE 8 POWER CABLE",84.2900,0.00,"CAB","CABLES","",""
"CAB-SATA","CABLE SERIAL ATA POWER CABLE",111.2300,0.00,"CAB","CABLES","CAB","MLINK"
"CAB-SATA-90-0.2M-L","LINDY 0.2M SATAIII , 90 DEGREE CABLE (33",209.0900,0.00,"CAB","CABLES","",""
"CAB-SATA-D-L","SATA DATA CABLE DL CABLE WITH ONE",130.8000,0.00,"CAB","CABLES","","MATRIX"
"CAB-SATA-MICRO-1M-L","LINDY 1M MICRO SATA CABLE (33638)",678.3100,0.00,"CAB","CABLES","",""
"CAB-SPDIF-2","SPDIF OPTICAL CABLE 2METER",308.3800,0.00,"CAB","CABLES","CAB","MLINK"
"CAB-SPDIF-3","CABLE SPDIF OPTICAL 3METER",355.8200,0.00,"CAB","CABLES","CAB","OEM"
"CAB-SPDIF-5","CABLE  OPTICAL 5 METER",500.0000,0.00,"CAB","CABLES","CAB","OEM"
"CAB-TYPE-C-2M-U","UNITEK 2M FULL-FEATURED USB-C 100W PD (C",1900.0000,0.00,"CAB","CABLES","TYPEC","UNITEK"
"CAB-TYPE-C-HDMI-1.8","UNITEK 1.8M TYPE C TO HDMI CABLE GREY (V",3054.5500,0.00,"CAB","CABLES","TYPEC","UNITEK"
"CAB-USB-3IN1-M","UNITEK 1M 3IN1 USB2.0 TYPE-C M TO MICRO",1354.5500,0.00,"CAB","CABLES","",""
"CAB-USB-EXTP-2M-U","UNITEK 2M PASSIVE USB2 EXTENSION CABLE",353.6400,0.00,"CAB","CABLES","",""
"CAB-USB-MICBM-3M-U","UNITEK 3M TYPE AM TO MICRO USB M CABLE (",478.6400,0.00,"CAB","CABLES","",""
"CAB-USB-MICRO","USB TO MICRO USB CABLE",154.5400,0.00,"CAB","CABLES","CAB","MLINK"
"CAB-USB-MINIF","CABLE MINI USB MALE TO USB FEMALE",318.1800,0.00,"CAB","CABLES","","MATRIX"
"CAB-USB2-AMBM-3M-U","UNITEK 3M USB2.0 AM TO BM CABLE-(Y-C420G",416.3600,0.00,"CAB","CABLES","","UNITEK"
"CAB-USB2-MM1.5M-U","UNITEK USB2.0 MALE-MALE CABLE 1.5M BLA",227.2700,0.00,"CAB","CABLES","",""
"CAB-USB3-AMAM-5M-LI","LINDY 5M USB3.0 A M TO A M BLK CBL(36754",1390.9100,0.00,"CAB","CABLES","",""
"CAB-USB3C-MICRO-1M-U","UNITEK USB3 TYPE-C M TO MICRO B M CABLE(",663.1800,0.00,"CAB","CABLES","",""
"CAB-USBC-LIG-MFI-1MG","UNITEK 1M TYPE-C TO LIGHT MFI GREY CBL",2579.5500,0.00,"CAB","CABLES","TYPEC","UNITEK"
"CAB-USBC-LIG-MFI-1MU","UNITEK 1M TYPE-C TO LIGHT MFI RED CABLE",2000.0000,0.00,"CAB","CABLES","TYPEC","UNITEK"
"CAB-VGA-MF3","VGA 3M MALE TO FEMALE CABLE",290.9100,0.00,"CAB","CABLES","","MLINK"
"CAB-VGA-MM10","VGA 10M MALE TO MALE CABLE",580.5200,0.00,"CAB","CABLES","DWD","MLINK"
"CAB-VGA-MM15","VGA 15M MALE TO MALE CABLE",1454.5500,0.00,"CAB","CABLES","CAB","MLINK"
"CAB-VGA-MM2","CABLE VGA 1.5M TO 2M MALE TO MALE",272.7300,0.00,"CAB","CABLES","","MATRIX"
"CAB-VGA-MM5","CABLE VGA 5M MALE TO MALE",545.4500,0.00,"CAB","CABLES","VGA","OEM"
"CAB001-3M","M-LINK 1.8M USB KVM CABLE – VGA + USB",500.0000,0.00,"CAB","CABLES","","MICROWORLD"
"CAB004","USB EXTENSION CABLE M-F 1.8M",116.2300,0.00,"CAB","CABLES","LINK","MLINK"
"CAB005","USB 3M EXTENSION CABLE",151.2200,9.00,"CAB","CABLES","LINK","MLINK"
"CAB007","USB 3.0 EXTENSION CABLE 3 MTRS",333.6300,19.00,"CAB","CABLES","LINK","MLINK"
"CAB008","KVM PS2 SWITCH CABLE 1.8M",227.2700,0.00,"CAB","CABLES","PS2","MLINK"
"CAB009","USB 3.0 EXTENSION CABLE 5 METERS",401.1900,14.00,"CAB","CABLES","CAB","MLINK"
"CAB011","USB EXTENSION CABLE M-F 5.0M WITH BOOSTE",407.6200,0.00,"CAB","CABLES","CAB","MLINK"
"CAB020","POWER EXT MALE-FEMALE CABLE",272.7300,0.00,"CAB","CABLES","POWER","MLINK"
"CAB022","MICROWORLD RIGHT ANGLE C13 TO C14, 1.8M,",289.8200,0.00,"CAB","CABLES","","MLINK"
"CAB026","USB CAMERA CABLE 5 PIN",157.2500,0.00,"CAB","CABLES","CAB","MLINK"
"CAB029","USB DATA CORD 1.8 MTR MALE - MALE",153.0500,0.00,"CAB","CABLES","CAB","MLINK"
"CAB039","DVI-D TO HDMI 3M DUAL LINK DIGITAL 24+1",293.2800,0.00,"CAB","CABLES","DVI","MLINK"
"CAB040","SPLITTER CAMERA CABLE - USB",256.8200,0.00,"CAB","CABLES","LINK","MLINK"
"CAB042","MICROPOINT DVI TO 3 RCA CABLES 1.8M LONG",272.7300,0.00,"CAB","CABLES","",""
"CAB043","RCA TO STEREO CABLE",236.8900,0.00,"CAB","CABLES","LINK","MLINK"
"CAB044","DISPLAY PORT CABLE M TO M 1.8M",745.9200,0.00,"CAB","CABLES","D-PORT","MLINK"
"CAB044-1","DISPLAY PORT 1.8M CABLE",1000.0000,0.00,"CAB","CABLES","","OEM"
"CAB046","E-SATA TO E-SATA 1M CABLE",81.8200,0.00,"CAB","CABLES","",""
"CAB047","DVI TO VGA SPLITTER CABLE",545.4500,0.00,"CAB","CABLES","LINK","MLINK"
"CAB048","3 RCA TO 3 RCA 3M CABLE",200.0000,5.00,"CAB","CABLES","RCA","MLINK"
"CAB049","3RCA TO 3RCA MALE TO MALE CABLE 5M",236.3600,0.00,"CAB","CABLES","RCA","MLINK"
"CAB050","3RCA TO 3RCA 10M CABLE",353.8200,0.00,"CAB","CABLES","",""
"CAB051","HDMI - DVI 2M CABLE DUAL LINK",237.6900,0.00,"CAB","CABLES","LINK","MLINK"
"CAB053","MICROWORLD HDMI TO DVI-D CABLE",1909.0900,0.00,"CAB","CABLES","",""
"CAB054","FIREWIRE 4PIN TO 9PIN CABLE",909.0900,0.00,"CAB","CABLES","CAB","MLINK"
"CAB056","FIREWIRE 6/6 CABLE",562.8500,8.00,"CAB","CABLES","LINK","MLINK"
"CAB058","DISPLAY CABLE TO HDMI 1.8M",744.6700,0.00,"CAB","CABLES","LINK","MLINK"
"CAB058-S","DISPLAY PORT TO HDMI 4K 1.8M",818.1800,0.00,"CAB","CABLES","","MLINK"
"CAB059","VGA FEMALE TO VGA FEMALE ADAPTER (MINI)",36.3200,46.00,"ADA","ADAPTORS","LINK","MLINK"
"CAB063","MINISTEREO TO MINI STEREO 1.8 M-M",137.6100,3.00,"CAB","CABLES","LINK","MLINK"
"CAB064","SATA DATA CABLE, 90* ANGLE",146.7000,0.00,"CAB","CABLES","","MLINK"
"CAB067","SATA L SHAPE DATA CABLE 40CM",135.7300,9.00,"CAB","CABLES","CAB","MLINK"
"CAB068","S VIDEO TO RCA ADAPTER",51.6300,1.00,"ADA","ADAPTORS","ADA","MLINK"
"CAB069","VGA TO 3 RCA+S-VIDEO CABLE 10CM",318.1800,0.00,"CAB","CABLES","VGA","MLINK"
"CAB070","OPTICAL CABLE 1M",140.2800,10.00,"CAB","CABLES","LINK","MLINK"
"CAB071","OPTICAL CABLE 2M",161.4600,3.00,"CAB","CABLES","LINK","MLINK"
"CAB072","USB 2.0 EXTENSION CABLE 20M WITH BO",300.0000,8.00,"CAB","CABLES","",""
"CAB072-R","MICROWORLD USB 2.0 EXTENSION CABLE 20M",1082.7900,0.00,"CAB","CABLES","CABLE","MLINK"
"CAB073","OPTICAL CABLE SPLITTER",772.7300,0.00,"CAB","CABLES","SPLIT","MLINK"
"CAB074","OPTICAL CABLE 3 METER",217.6500,2.00,"CAB","CABLES","LINK","MLINK"
"CAB078","USB (M) TO MICRO (M) 0.3M",45.4500,0.00,"CAB","CABLES","CAB","MLINK"
"CAB080","LINE SPLITTER",75.0000,42.00,"ADA","ADAPTORS","LINK","MLINK"
"CAB099","MALE TO FEMALE POWER EXTENSION 10AMP",323.3600,0.00,"CAB","CABLES","",""
"CAB102","20 CM 8PIN MALE TO FEMALE",151.2700,3.00,"CAB","CABLES","LINK","MLINK"
"CAB25","POWER EXTENSION CABLE",463.6400,0.00,"CAB","CABLES","POWER","MLINK"
"CAB300","SATA DATA CABLE {40 CM}",92.7000,11.00,"CAB","CABLES","CAB","MLINK"
"CAB317U2","OKION CABLE, LINKME USB2 FAST DIRECT LIN",472.7300,0.00,"CAB","CABLES","",""
"CAB321U2","OKION CABLE, LINK-VI USB2 FAST DIRECT LI",618.1800,0.00,"CAB","CABLES","",""
"CAB322U2","OKION CABLE, HIGH SPEED PC/MAC FILE SHAR",756.3600,0.00,"CAB","CABLES","",""
"CAB6MB","SOLAR PANEL 6MM CABLE BLACK 1M",163.6400,0.00,"CAB","CABLES","CAB","MLINK"
"CAB6MR","SOLAR PANEL 6MM CABLE RED 1M",163.6400,0.00,"CAB","CABLES","CAB","MLINK"
"CAB70","USB EXTENSION CABLE M-F 10M WITH BOOSTER",1528.2400,0.00,"CAB","CABLES","CAB","MLINK"
"CAB71","USB EXTENSION CABLE M-F 15.0M",1214.4500,0.00,"CAB","CABLES","CAB","MLINK"
"CAB72","OPTICAL CABLE 5MTR",205.6000,3.00,"CAB","CABLES","LINK","MLINK"
"CAB73","MINI DISPLAY PORT TO VGA F CABLE",821.1000,0.00,"CAB","CABLES","M-DISP","MLINK"
"CAB900","DISPLAY PORT TO HDMI 3MTR",911.7700,11.00,"CAB","CABLES","D-PORT","MLINK"
"CAB901","DISPLAY PORT HDMI 4K 5M",268.4200,0.00,"CAB","CABLES","D-PORT","MLINK"
"CAB98","USB MALE TO MALE 3M BLUE COLOR",272.7300,0.00,"CAB","CABLES","","OEM"
"CAB99","1.8M DISPLAYPORT TO VGA MALE - MALE",954.5500,0.00,"CAB","CABLES","","OEM"
"CAB999","RIGHT ANGLE USB 2 TO TYPE B",197.9200,0.00,"CAB","CABLES","CAB","MLINK"
"CABCAT710M","CAT7 10M SOLID CABLE - WITH CONNECTORS",470.0000,0.00,"NCB","NETWORK CABLES","CAT7","MLINK"
"CABLE TIES","CABLE TIES (PACKET)",94.4900,0.00,"","","",""
"CABLE/CLOVER","CLOVER POWER CABLE",0.0000,0.00,"CAB","CABLES","CAB","MLINK"
"CABPOWER","POWER 1M TO 1.8M CABLE",59.0400,6.00,"CAB","CABLES","POWER","OEM"
"CABUSBPR","PRINTER CABLE USB 1.8M TO 2M",163.6400,0.00,"CAB","CABLES","","MATRIX"
"CABUSBPR3M","PRINTER CABLE USB 3M",318.1800,0.00,"CAB","CABLES","","OEM"
"CABUSBPR5M","PRINTER CABLE USB 5M",272.7300,0.00,"CAB","CABLES","","OEM"
"CABUTP","UTP CAT5 PER METER OF CABLE",18.1800,0.00,"CAB","CABLES","LINK","MLINK"
"CABUTPBOX","CABLE UTP CAT5 SOLID BOX",900.0000,0.00,"NCB","NETWORK CABLES","","MATRIX"
"CABUTPCAT6","UTP CAT6 PER METER OF CABLE",4.1600,41.00,"NCB","NETWORK CABLES","LINK","MLINK"
"CAM-100HD","RCT CAM-100HD 720P HD 30FPS USB WEBCAM W",197.5000,0.00,"CAM","CAMERAS","720P","RCT"
"CANON G4000 MAINTENANCE B","CANON G4000 MAINTENANCE BOX",255.2400,0.00,"PRC","PRINTER CONSUMABLES","",""
"CAS-PIN","UNBRANDED TABLET CASE 7"" PINK",42.8600,0.00,"TAB","TABLETS","7""","MICROWORLD"
"CASEDOUBLE","CASE CD DOUBLE (1 CASE)",7.6900,0.00,"DCS","DVD & CD CASES","CS","GENERIC"
"CASETHICK","CASE CD THICK/NORMAL (1 CASE)",5.2200,0.00,"DCS","DVD & CD CASES","",""
"CASE_DVD","DVD CASE SINGLE BOX OF 100",537.4200,0.00,"DCS","DVD & CD CASES","",""
"CASE_DVDCLEAR","DVD CASE CLEAR BOX OF 100",549.7100,0.00,"DCS","DVD & CD CASES","",""
"CASE_THICK","CD CASE THICK BOX OF 200",911.7600,0.00,"DCS","DVD & CD CASES","",""
"CASE_THIN","CD CASE THIN BOX OF 200",604.8600,0.00,"DCS","DVD & CD CASES","",""
"CAT305M","CAT6 305M BLUE / GREY CABLE IN A BOX",1187.5400,1.00,"NCB","NETWORK CABLES","LINK","MLINK"
"CAT305MB","CAT6 305M BLUE",1198.0000,0.00,"NCB","NETWORK CABLES","CAB","MICROWORLD"
"CAT5-2","CAT5 2M NETWORK CABLE",16.0000,1.00,"NCB","NETWORK CABLES","CAB","MLINK"
"CAT5-2C","CAT5 NETWORK CABLE 2M WITH CONNECTORS",20.1200,0.00,"NCB","NETWORK CABLES","CAB","OEM"
"CAT5-3","CAT5 3M NETWORK CABLE",12.0000,1.00,"NCB","NETWORK CABLES","CAB","MLINK"
"CAT5-305","UTP CAT5 305M SOLID CABLE IN A BOX",1132.3300,0.00,"NCB","NETWORK CABLES","LINK","MLINK"
"CAT5-4","CAT5 NETWORK CABLE 4M",16.0000,0.00,"NCB","NETWORK CABLES","CAB","MLINK"
"CAT5-4C","CAT5 NETWORK CABLE 4M WITH CONNECTORS",28.1200,0.00,"NCB","NETWORK CABLES","CAB","MLINK"
"CAT5-500M","500M CAT5 UTP CABLE ROLL",1500.0000,0.00,"NCB","NETWORK CABLES","CAT5","MLINK"
"CAT520CMB","MICROWORLD NETWORKING PATCH: CAT5 20CM",8.0000,0.00,"NCB","NETWORK CABLES","CAB","MLINK"
"CAT520CMR","20CM CAT5 PATCH CORDS RED",60.0000,0.00,"NCB","NETWORK CABLES","LINK",""
"CAT520CMY","MICROWORLD NETWORKING PATCH: CAT5 YELLOW",20.0000,0.00,"NCB","NETWORK CABLES","CAB","MLINK"
"CAT5COP100","CAT5 COPPER (100 PCS PACKING)",350.0000,0.00,"ADA","ADAPTORS","",""
"CAT5E-2M-YW","CAT5E PATCH CORD 2M YELLOW",27.8700,0.00,"NCB","NETWORK CABLES","CAT5","MLINK"
"CAT5E1","CAT5E 100 MTR UTP SOLID IN A BOX",493.5200,0.00,"NCB","NETWORK CABLES","LINK","LINKWORLD"
"CAT5E10M","10MTR CAT5E FLYLEAD LIGHT GREY",80.0000,0.00,"NCB","NETWORK CABLES","LINK","MLINK"
"CAT5E20M","FLYLEAD 20 MTR CAT5E LIGHT GREY",91.3000,0.00,"NCB","NETWORK CABLES","LINK","MLINK"
"CAT5E30M","30MTR CAT5E FLYLEAD LIGHT GREY",120.0000,0.00,"NCB","NETWORK CABLES","LINK",""
"CAT5E50M","50MTR CAT5E FLYLEAD LIGHT GREY",240.0200,0.00,"NCB","NETWORK CABLES","OEM","OEM"
"CAT5E5M","5MTR CAT5E FLYLEAD LIGHT GREY",40.0000,0.00,"NCB","NETWORK CABLES","",""
"CAT5EBL10M","CAT5EBL10M",50.0000,0.00,"NCB","NETWORK CABLES","",""
"CAT5EBL15M","CAT5E 15MTR BLACK",60.0000,0.00,"NCB","NETWORK CABLES","",""
